CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
11.421.994/0001-36;2021-03-31;2;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;ITR;105700;2021-06-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105700
11.421.994/0001-36;2021-06-30;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;ITR;107739;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107739
11.421.994/0001-36;2021-09-30;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;ITR;109880;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109880
11.421.994/0001-36;2021-09-30;2;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;ITR;109881;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109881
11.421.994/0001-36;2021-12-31;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;ITR;113314;2022-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=113314
11.669.021/0001-10;2021-03-31;1;ENAUTA PARTICIPAÇÕES S.A.;022365;ITR;103963;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103963
11.669.021/0001-10;2021-06-30;1;ENAUTA PARTICIPAÇÕES S.A.;022365;ITR;107567;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107567
11.669.021/0001-10;2021-09-30;1;ENAUTA PARTICIPAÇÕES S.A.;022365;ITR;109658;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109658
11.716.471/0001-17;2021-03-31;1;TRX SECURITIZADORA S.A.;022420;ITR;104188;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104188
11.716.471/0001-17;2021-06-30;1;TRX SECURITIZADORA S.A.;022420;ITR;107783;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107783
11.716.471/0001-17;2021-09-30;1;TRX SECURITIZADORA S.A.;022420;ITR;110211;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110211
11.721.921/0001-60;2021-03-31;1;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;022217;ITR;103535;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103535
11.721.921/0001-60;2021-06-30;1;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;022217;ITR;107662;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107662
11.721.921/0001-60;2021-09-30;1;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;022217;ITR;109444;2021-11-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109444
11.725.176/0001-27;2021-03-31;1;BOA VISTA SERVIÇOS S.A.;025135;ITR;104472;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104472
11.725.176/0001-27;2021-03-31;2;BOA VISTA SERVIÇOS S.A.;025135;ITR;106409;2021-07-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106409
11.725.176/0001-27;2021-06-30;1;BOA VISTA SERVIÇOS S.A.;025135;ITR;108022;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108022
11.725.176/0001-27;2021-09-30;1;BOA VISTA SERVIÇOS S.A.;025135;ITR;110224;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110224
11.992.680/0001-93;2021-03-31;1;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;022497;ITR;104145;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104145
11.992.680/0001-93;2021-06-30;1;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;022497;ITR;107475;2021-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107475
11.992.680/0001-93;2021-09-30;1;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;022497;ITR;109878;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109878
12.049.631/0001-84;2021-03-31;1;MOURA DUBEUX ENGENHARIA S/A;021067;ITR;103886;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103886
12.049.631/0001-84;2021-06-30;1;MOURA DUBEUX ENGENHARIA S/A;021067;ITR;107525;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107525
12.049.631/0001-84;2021-09-30;1;MOURA DUBEUX ENGENHARIA S/A;021067;ITR;109657;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109657
12.091.809/0001-55;2021-03-31;1;3R PETROLEUM ÓLEO E GÁS S.A.;025291;ITR;103967;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103967
12.091.809/0001-55;2021-03-31;2;3R PETROLEUM ÓLEO E GÁS S.A.;025291;ITR;103975;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103975
12.091.809/0001-55;2021-06-30;1;3R PETROLEUM ÓLEO E GÁS S.A.;025291;ITR;107276;2021-08-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107276
12.091.809/0001-55;2021-09-30;1;3R PETROLEUM ÓLEO E GÁS S.A.;025291;ITR;109720;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109720
12.104.241/0004-02;2021-03-31;1;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;026123;ITR;105782;2021-06-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105782
12.104.241/0004-02;2021-06-30;1;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;026123;ITR;108024;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108024
12.104.241/0004-02;2021-09-30;1;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;026123;ITR;110170;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110170
12.108.897/0001-50;2021-03-31;1;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;025046;ITR;103900;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103900
12.108.897/0001-50;2021-06-30;1;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;025046;ITR;107550;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107550
12.108.897/0001-50;2021-09-30;1;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;025046;ITR;109679;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109679
12.130.744/0001-00;2021-03-31;1;TRUE SECURITIZADORA S.A.;022276;ITR;103424;2021-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103424
12.130.744/0001-00;2021-06-30;1;TRUE SECURITIZADORA S.A.;022276;ITR;107387;2021-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107387
12.130.744/0001-00;2021-09-30;1;TRUE SECURITIZADORA S.A.;022276;ITR;109458;2021-11-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109458
12.139.922/0001-63;2021-03-31;1;OCTANTE SECURITIZADORA S.A.;022390;ITR;104470;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104470
12.139.922/0001-63;2021-06-30;1;OCTANTE SECURITIZADORA S.A.;022390;ITR;108049;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108049
12.139.922/0001-63;2021-09-30;1;OCTANTE SECURITIZADORA S.A.;022390;ITR;110134;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110134
12.181.987/0001-77;2021-03-31;1;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;025119;ITR;104032;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104032
12.181.987/0001-77;2021-03-31;2;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;025119;ITR;104127;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104127
12.181.987/0001-77;2021-06-30;1;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;025119;ITR;107372;2021-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107372
12.181.987/0001-77;2021-09-30;1;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;025119;ITR;109671;2021-11-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109671
12.261.588/0001-16;2021-03-31;1;POLO CAPITAL SECURITIZADORA S.A;022160;ITR;104226;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104226
12.261.588/0001-16;2021-06-30;1;POLO CAPITAL SECURITIZADORA S.A;022160;ITR;107844;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107844
12.261.588/0001-16;2021-09-30;1;POLO CAPITAL SECURITIZADORA S.A;022160;ITR;109952;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109952
12.300.288/0001-07;2021-03-31;1;NORTE ENERGIA S.A.;025097;ITR;102947;2021-04-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=102947
12.300.288/0001-07;2021-06-30;1;NORTE ENERGIA S.A.;025097;ITR;106570;2021-07-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106570
12.300.288/0001-07;2021-09-30;1;NORTE ENERGIA S.A.;025097;ITR;109164;2021-10-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109164
12.320.349/0001-90;2021-03-31;1;ORE  SECURITIZADORA SA;022250;ITR;103872;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103872
12.320.349/0001-90;2021-06-30;1;ORE  SECURITIZADORA SA;022250;ITR;107430;2021-08-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107430
12.320.349/0001-90;2021-09-30;1;ORE  SECURITIZADORA SA;022250;ITR;109750;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109750
12.420.164/0001-57;2021-03-31;1;CM HOSPITALAR S.A;025682;ITR;103931;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103931
12.420.164/0001-57;2021-06-30;1;CM HOSPITALAR S.A;025682;ITR;107077;2021-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107077
12.420.164/0001-57;2021-09-30;1;CM HOSPITALAR S.A;025682;ITR;110179;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110179
12.489.315/0001-23;2021-03-31;1;FERREIRA GOMES ENERGIA S.A.;022977;ITR;103689;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103689
12.489.315/0001-23;2021-06-30;1;FERREIRA GOMES ENERGIA S.A.;022977;ITR;107380;2021-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107380
12.489.315/0001-23;2021-09-30;1;FERREIRA GOMES ENERGIA S.A.;022977;ITR;109597;2021-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109597
12.528.708/0001-07;2021-03-31;1;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;025283;ITR;103920;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103920
12.528.708/0001-07;2021-06-30;1;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;025283;ITR;107531;2021-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107531
12.528.708/0001-07;2021-09-30;1;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;025283;ITR;109594;2021-11-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109594
12.592.831/0001-89;2021-03-31;1;MNLT S.A.;026611;ITR;109460;2021-11-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109460
12.592.831/0001-89;2021-06-30;1;MNLT S.A.;026611;ITR;109491;2021-11-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109491
12.592.831/0001-89;2021-09-30;1;MNLT S.A.;026611;ITR;110768;2021-12-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110768
12.648.266/0001-24;2021-03-31;1;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;024961;ITR;103924;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103924
12.648.266/0001-24;2021-06-30;1;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;024961;ITR;107947;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107947
12.648.266/0001-24;2021-09-30;1;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;024961;ITR;109771;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109771
12.648.327/0001-53;2021-03-31;1;HIDROVIAS DO BRASIL S.A.;022675;ITR;104142;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104142
12.648.327/0001-53;2021-06-30;1;HIDROVIAS DO BRASIL S.A.;022675;ITR;108068;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108068
12.648.327/0001-53;2021-09-30;1;HIDROVIAS DO BRASIL S.A.;022675;ITR;110183;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110183
12.919.786/0001-24;2021-03-31;1;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;024066;ITR;104368;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104368
12.919.786/0001-24;2021-06-30;1;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;024066;ITR;107886;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107886
12.919.786/0001-24;2021-09-30;1;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;024066;ITR;110232;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110232
12.979.898/0001-70;2021-03-31;1;FORTE SECURITIZADORA S.A.;022489;ITR;104355;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104355
12.979.898/0001-70;2021-06-30;1;FORTE SECURITIZADORA S.A.;022489;ITR;107918;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107918
12.979.898/0001-70;2021-09-30;1;FORTE SECURITIZADORA S.A.;022489;ITR;109950;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109950
13.009.717/0001-46;2021-03-31;1;BCO ESTADO DE SERGIPE S.A. - BANESE;001120;ITR;104290;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104290
13.009.717/0001-46;2021-06-30;1;BCO ESTADO DE SERGIPE S.A. - BANESE;001120;ITR;107833;2021-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107833
13.009.717/0001-46;2021-09-30;1;BCO ESTADO DE SERGIPE S.A. - BANESE;001120;ITR;110022;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110022
13.017.462/0001-63;2021-03-31;1;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;018996;ITR;104101;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104101
13.017.462/0001-63;2021-06-30;1;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;018996;ITR;107670;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107670
13.017.462/0001-63;2021-09-30;1;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;018996;ITR;109831;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109831
13.217.485/0001-11;2021-03-31;1;GRUPO SBF S.A.;024694;ITR;104070;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104070
13.217.485/0001-11;2021-06-30;1;GRUPO SBF S.A.;024694;ITR;107696;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107696
13.217.485/0001-11;2021-09-30;1;GRUPO SBF S.A.;024694;ITR;109798;2021-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109798
13.270.520/0001-66;2021-03-31;1;KORA SAÚDE PARTICIPAÇÕES S.A.;025879;ITR;104438;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104438
13.270.520/0001-66;2021-06-30;1;KORA SAÚDE PARTICIPAÇÕES S.A.;025879;ITR;108042;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108042
13.270.520/0001-66;2021-09-30;1;KORA SAÚDE PARTICIPAÇÕES S.A.;025879;ITR;110043;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110043
13.349.677/0001-81;2021-03-31;1;REIT SECURITIZADORA S/A;022802;ITR;104443;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104443
13.349.677/0001-81;2021-06-30;1;REIT SECURITIZADORA S/A;022802;ITR;107969;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107969
13.349.677/0001-81;2021-09-30;1;REIT SECURITIZADORA S/A;022802;ITR;110196;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110196
13.444.994/0001-87;2021-03-31;1;MLOG S.A.;022586;ITR;106114;2021-06-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106114
13.444.994/0001-87;2021-06-30;1;MLOG S.A.;022586;ITR;108007;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108007
13.444.994/0001-87;2021-09-30;1;MLOG S.A.;022586;ITR;110044;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110044
13.457.942/0001-45;2021-03-31;1;RIVA INCORPORADORA S.A;024996;ITR;104313;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104313
13.457.942/0001-45;2021-06-30;1;RIVA INCORPORADORA S.A;024996;ITR;107653;2021-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107653
13.457.942/0001-45;2021-09-30;1;RIVA INCORPORADORA S.A;024996;ITR;110046;2021-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110046
13.483.537/0001-00;2021-03-31;1;BRASIL SECURITIZADORA S/A;024287;ITR;104255;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104255
13.574.594/0001-96;2021-03-31;1;ZAMP SA;024317;ITR;103491;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103491
13.574.594/0001-96;2021-06-30;1;ZAMP SA;024317;ITR;107295;2021-08-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107295
13.574.594/0001-96;2021-09-30;1;ZAMP SA;024317;ITR;109439;2021-11-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=109439
13.584.310/0001-42;2021-03-31;1;SUGOI S.A.;023957;ITR;104496;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104496
13.584.310/0001-42;2021-06-30;1;SUGOI S.A.;023957;ITR;108051;2021-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=108051
13.584.310/0001-42;2021-09-30;1;SUGOI S.A.;023957;ITR;110217;2021-11-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110217
13.783.221/0004-78;2021-03-31;1;MADERO INDÚSTRIA E COMÉRCIO S.A.;026379;ITR;107207;2021-08-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107207
13.783.221/0004-78;2021-06-30;1;MADERO INDÚSTRIA E COMÉRCIO S.A.;026379;ITR;107208;2021-08-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=107208
13.783.221/0004-78;2021-09-30;1;MADERO INDÚSTRIA E COMÉRCIO S.A.;026379;ITR;110268;2021-11-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=110268
